unit,unit_name,lesson,scene_idx,scene_id,scene_title,opener_jp,opener_zh,speaker,abc_guide,a_jp,a_zh,a_note,b_jp,b_zh,b_note,c_jp,c_zh,c_note
4,第4单元,15,1,l15_dlg_1,オフィスで許可を求める,すみません、小野さん、今、ちょっとお聞きしたいんですが。,不好意思，小野，我现在想请教一下。,小野,「オフィスで許可を求める」· ている · 進行・許可 · 小野应答。A＝课文「はい、何ですか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,はい、何ですか。,嗯，什么事？,A 标准答（小野）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,何ですか。,嗯，什么事？,B 同场景变体：节奏快、信息略减（小野，可沟通）.,はい、何でしょうか。,嗯，什么事？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
4,第4单元,15,2,l15_dlg_2,オフィスで許可を求める,はい、何ですか。,嗯，什么事？,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「このオフィスで写真を撮ってもいいです…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,このオフィスで写真を撮ってもいいですか。,在这个办公室拍照可以吗？,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ええ、このオフィスで写真を撮ってもいいですか。,在这个办公室拍照可以吗？,B 同场景变体：节奏快、信息略减（李，可沟通）.,このオフィスで写真を撮ってもいいでしょうか。,在这个办公室拍照可以吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
4,第4单元,15,3,l15_dlg_3,オフィスで許可を求める,このオフィスで写真を撮ってもいいですか。,在这个办公室拍照可以吗？,小野,「オフィスで許可を求める」· ている · 進行・許可 · 小野应答。A＝课文「そうですね…仕事の邪魔にならないなら…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね…仕事の邪魔にならないなら、いいですよ。,嗯……只要不耽误工作，可以。,A 标准答（小野）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ええ、そうですね…仕事の邪魔にならないなら、いいですよ。,嗯……只要不耽误工作，可以。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,そうですね…仕事の邪魔にならないなら、いいですます。,嗯……只要不耽误工作，可以。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
4,第4单元,15,4,l15_dlg_4,オフィスで許可を求める,そうですね…仕事の邪魔にならないなら、いいですよ。,嗯……只要不耽误工作，可以。,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「ありがとうございます。じゃあ、少しだ…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ありがとうございます。じゃあ、少しだけ撮ります。,谢谢。那我拍几张。,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,じゃあ、少しだけ撮ります。,那我拍几张。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,ありがとうございます。じゃあ、少しだけ撮ります。心より感謝いたします。,谢谢。那我拍几张。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
4,第4单元,15,5,l15_dlg_5,オフィスで許可を求める,ありがとうございます。じゃあ、少しだけ撮ります。,谢谢。那我拍几张。,小野,「オフィスで許可を求める」· ている · 進行・許可 · 小野应答。A＝课文「森さんは今何をしていますか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,森さんは今何をしていますか。,森现在在做什么？,A 标准答（小野）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,森さんは今何をしている？,森现在在做什么？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,森さんは今何をしていますでしょうか。,森现在在做什么？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
4,第4单元,15,6,l15_dlg_6,オフィスで許可を求める,森さんは今何をしていますか。,森现在在做什么？,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「さっきまで電話をしていましたが、今は…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,さっきまで電話をしていましたが、今は資料を読んでいます。,刚才一直在打电话，现在在看资料。,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,さっきまで電話をしていましたが、今は資料を読んでいるよ。,刚才一直在打电话，现在在看资料。,B 口语体：です→だよ/るよ，轻松场合用（李，非错答）.,さっきまで電話をしていましたが、今は資料を読んでいますね。,刚才一直在打电话，现在在看资料。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,15,7,l15_dlg_7,オフィスで許可を求める,さっきまで電話をしていましたが、今は資料を読んでいます。,刚才一直在打电话，现在在看资料。,小野,「オフィスで許可を求める」· ている · 進行・許可 · 小野应答。A＝课文「じゃあ、森さんの写真も撮ってあげてく…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,じゃあ、森さんの写真も撮ってあげてください。,那也给森拍张照吧。,A 标准答（小野）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,森さんの写真も撮ってあげてください。,那也给森拍张照吧。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,じゃあ、森さんの写真も撮ってあげていただけますでしょうか。,那也给森拍张照吧。,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
4,第4单元,15,8,l15_dlg_8,オフィスで許可を求める,じゃあ、森さんの写真も撮ってあげてください。,那也给森拍张照吧。,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「はい、そうします。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,はい、そうします。,好的，就这样做。,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,そうします。,好的。,B 同场景变体：节奏快、信息略减（李，可沟通）.,はい、そうしますね。,好的，就这样做。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,15,9,l15_dlg_9,オフィスで許可を求める,はい、そうします。,好的，就这样做。,李（森に）,「オフィスで許可を求める」· ている · 進行・許可 · 李（森に）应答。A＝课文「森さん、すみません、ちょっと写真を撮…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,森さん、すみません、ちょっと写真を撮ってもいいですか。,森，不好意思，能拍张照吗？,A 标准答（李（森に））：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ええ、森さん、すみません、ちょっと写真を撮ってもいいですか。,森，不好意思，能拍张照吗？,B 同场景变体：节奏快、信息略减（李（森に），可沟通）.,森さん、すみません、ちょっと写真を撮ってもいいでしょうか。,森，不好意思，能拍张照吗？,C 更礼貌：对上级/客户或正式场合可选（李（森に），非错答）.
4,第4单元,15,10,l15_dlg_10,オフィスで許可を求める,森さん、すみません、ちょっと写真を撮ってもいいですか。,森，不好意思，能拍张照吗？,森,「オフィスで許可を求める」· ている · 進行・許可 · 森应答。A＝课文「あ、いいですよ。でも、今ちょっと手が…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,あ、いいですよ。でも、今ちょっと手が離せないので、後でもいいですか。,啊，可以。但我现在手头有事，待会儿可以吗？,A 标准答（森）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,でも、今ちょっと手が離せないので、後でもいいですか。,但我现在手头有事，待会儿可以吗。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,あ、いいですよ。でも、今ちょっと手が離せないので、後でもいいでしょうか。,啊，可以。但我现在手头有事，待会儿可以吗？,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
4,第4单元,15,11,l15_dlg_11,オフィスで許可を求める,あ、いいですよ。でも、今ちょっと手が離せないので、後でもいいですか。,啊，可以。但我现在手头有事，待会儿可以吗？,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「はい、大丈夫です。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,はい、大丈夫です。,好的，没问题。,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,大丈夫です。,好的，没问题。,B 同场景变体：节奏快、信息略减（李，可沟通）.,はい、大丈夫でございます。,好的，没问题。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
4,第4单元,15,12,l15_dlg_12,オフィスで許可を求める,はい、大丈夫です。,好的，没问题。,森,「オフィスで許可を求める」· ている · 進行・許可 · 森应答。A＝课文「ごめんなさい。１５分後にまた来てくだ…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ごめんなさい。１５分後にまた来てください。,对不起。请15分钟后再来。,A 标准答（森）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,１５分後にまた来てください。,请15分钟后再来。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,ごめんなさい。１５分後にまた来ていただけますでしょうか。,对不起。请15分钟后再来。,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
4,第4单元,15,13,l15_dlg_13,オフィスで許可を求める,ごめんなさい。１５分後にまた来てください。,对不起。请15分钟后再来。,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「かしこまりました。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,かしこまりました。,明白了。,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ええ、かしこまりました。,明白了。,B 同场景变体：节奏快、信息略减（李，可沟通）.,かしこまりましたね。,明白了。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,15,14,l15_dlg_14,オフィスで許可を求める,かしこまりました。,明白了。,B,「オフィスで許可を求める」· ている · 進行・許可 · B应答。A＝课文「後で」；B＝同场景口语/缩短；C＝更礼貌或郑重。,後で,稍后,A 标准答（B）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ええ、後で,稍后,B 同场景变体：节奏快、信息略减（B，可沟通）.,後でね,稍后,C 语气更软：句末「ね」等，缓和确认时用（B，非错答）.
4,第4单元,15,15,l15_dlg_15,オフィスで許可を求める,後で,稍后,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「森さん、今、大丈夫ですか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,森さん、今、大丈夫ですか。,森，现在方便吗？,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ええ、森さん、今、大丈夫ですか。,森，现在方便吗？,B 同场景变体：节奏快、信息略减（李，可沟通）.,森さん、今、大丈夫でしょうか。,森，现在方便吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
4,第4单元,15,16,l15_dlg_16,オフィスで許可を求める,森さん、今、大丈夫ですか。,森，现在方便吗？,森,「オフィスで許可を求める」· ている · 進行・許可 · 森应答。A＝课文「はい、どうぞ。どこに立ちますか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,はい、どうぞ。どこに立ちますか。,好的，请。您站哪儿？,A 标准答（森）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,どこに立ちますか。,您站哪儿。,B 更短：省略前半或应答词，同事间接上文时用（森，可沟通）.,はい、どうぞ。どこに立ちますでしょうか。,好的，请。您站哪儿？,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
4,第4单元,15,17,l15_dlg_17,オフィスで許可を求める,はい、どうぞ。どこに立ちますか。,好的，请。您站哪儿？,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「その窓の前に立ってもらえますか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,その窓の前に立ってもらえますか。,能请您站到那扇窗前吗？,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,その窓の前に立ってもらえる？,能请您站到那扇窗前吗？,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,その窓の前に立ってもらえますでしょうか。,能请您站到那扇窗前吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
4,第4单元,15,18,l15_dlg_18,オフィスで許可を求める,その窓の前に立ってもらえますか。,能请您站到那扇窗前吗？,森,「オフィスで許可を求める」· ている · 進行・許可 · 森应答。A＝课文「こうですか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,こうですか。,这样吗？,A 标准答（森）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ええ、こうですか。,这样吗？,B 同场景变体：节奏快、信息略减（森，可沟通）.,こうでしょうか。,这样吗？,C 更礼貌：对上级/客户或正式场合可选（森，非错答）.
4,第4单元,15,19,l15_dlg_19,オフィスで許可を求める,こうですか。,这样吗？,李,「オフィスで許可を求める」· ている · 進行・許可 · 李应答。A＝课文「はい。そのまま動かないでください。……」；B＝同场景口语/缩短；C＝更礼貌或郑重。,はい。そのまま動かないでください。…はい、撮りました。ありがとうございました。,好的。请保持不动。……好了，拍好了。谢谢。,A 标准答（李）：「オフィスで許可を求める」· ている · 進行・許可；与教材会話一致.,ありがとうございました。,谢谢。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,はい。そのまま動かないでください。…はい、撮りました。ありがとうございますございました。,好的。请保持不动。……好了，拍好了。谢谢。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
4,第4单元,16,1,l16_dlg_1,ホテルの感想,李さん、ホテルの部屋はどうですか。,小李，酒店房间怎么样？,李,「ホテルの感想」· 広くて明るい · 形容詞て形 · 李应答。A＝课文「とても広くて明るいです。窓から庭が見…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,とても広くて明るいです。窓から庭が見えます。,很宽敞明亮。从窗户能看到院子。,A 标准答（李）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,窓から庭が見えます。,从窗户能看到院子。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,とても広くて明るいです。窓から庭が見えますね。,很宽敞明亮。从窗户能看到院子。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,16,2,l16_dlg_2,ホテルの感想,とても広くて明るいです。窓から庭が見えます。,很宽敞明亮。从窗户能看到院子。,小野,「ホテルの感想」· 広くて明るい · 形容詞て形 · 小野应答。A＝课文「いいですね。私はこの静かで落ち着く雰…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,いいですね。私はこの静かで落ち着く雰囲気が好きです。,不错啊。我喜欢这种安静、让人静下来的气氛。,A 标准答（小野）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,私はこの静かで落ち着く雰囲気が好きです。,我喜欢这种安静、让人静下来的气氛。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,いいですね。私はこの静かで落ち着く雰囲気が好きでございます。,不错啊。我喜欢这种安静、让人静下来的气氛。,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
4,第4单元,16,3,l16_dlg_3,ホテルの感想,いいですね。私はこの静かで落ち着く雰囲気が好きです。,不错啊。我喜欢这种安静、让人静下来的气氛。,李,「ホテルの感想」· 広くて明るい · 形容詞て形 · 李应答。A＝课文「そうですね。ホテルのスタッフも親切で…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね。ホテルのスタッフも親切で、とても感じがいいです。,是啊。酒店员工也很亲切，印象很好。,A 标准答（李）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,ホテルのスタッフも親切で、とても感じがいいです。,酒店员工也很亲切，印象很好。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,そうですね。ホテルのスタッフも親切で、とても感じがいいでございます。,是啊。酒店员工也很亲切，印象很好。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
4,第4单元,16,4,l16_dlg_4,ホテルの感想,そうですね。ホテルのスタッフも親切で、とても感じがいいです。,是啊。酒店员工也很亲切，印象很好。,小野,「ホテルの感想」· 広くて明るい · 形容詞て形 · 小野应答。A＝课文「ところで、エアコンはついていますか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ところで、エアコンはついていますか。,对了，空调开着吗？,A 标准答（小野）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,ところで、エアコンはついている？,对了，空调开着吗？,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,ところで、エアコンはついていますでしょうか。,对了，空调开着吗？,C 更礼貌：对上级/客户或正式场合可选（小野，非错答）.
4,第4单元,16,5,l16_dlg_5,ホテルの感想,ところで、エアコンはついていますか。,对了，空调开着吗？,李,「ホテルの感想」· 広くて明るい · 形容詞て形 · 李应答。A＝课文「はい、ついています。でも、リモコンが…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,はい、ついています。でも、リモコンがありません。,开着。但没有遥控器。,A 标准答（李）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,でも、リモコンがありません。,但没有遥控器。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,はい、ついています。でも、リモコンがありませんね。,开着。但没有遥控器。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,16,6,l16_dlg_6,ホテルの感想,はい、ついています。でも、リモコンがありません。,开着。但没有遥控器。,小野,「ホテルの感想」· 広くて明るい · 形容詞て形 · 小野应答。A＝课文「あっ、本当ですね。窓も閉まっています…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,あっ、本当ですね。窓も閉まっていますし、ちょっと暑いですね。,啊，真的。窗户关着，有点热。,A 标准答（小野）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,窓も閉まっていますし、ちょっと暑いですね。,窗户关着，有点热。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,あっ、本当ですね。窓も閉まっていますし、ちょっと暑いですねね。,啊，真的。窗户关着，有点热。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
4,第4单元,16,7,l16_dlg_7,ホテルの感想,あっ、本当ですね。窓も閉まっていますし、ちょっと暑いですね。,啊，真的。窗户关着，有点热。,李,「ホテルの感想」· 広くて明るい · 形容詞て形 · 李应答。A＝课文「フロントに電話して聞いてみましょう。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,フロントに電話して聞いてみましょう。,给前台打个电话问问吧。,A 标准答（李）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,ええ、フロントに電話して聞いてみましょう。,给前台打个电话问问吧。,B 同场景变体：节奏快、信息略减（李，可沟通）.,フロントに電話して聞いてみましょうね。,给前台打个电话问问吧。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,16,8,l16_dlg_8,ホテルの感想,フロントに電話して聞いてみましょう。,给前台打个电话问问吧。,小野,「ホテルの感想」· 広くて明るい · 形容詞て形 · 小野应答。A＝课文「そうですね。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね。,嗯。,A 标准答（小野）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,そうですね、そう思います。,嗯。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,そうですねね。,嗯。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
4,第4单元,16,9,l16_dlg_9,ホテルの感想,そうですね。,嗯。,李（電話で）,「ホテルの感想」· 広くて明るい · 形容詞て形 · 李（電話で）应答。A＝课文「もしもし、すみませんが、エアコンのリ…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,もしもし、すみませんが、エアコンのリモコンが見つからないんですが。,喂，不好意思，找不到空调遥控器了。,A 标准答（李（電話で））：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,ええ、もしもし、すみませんが、エアコンのリモコンが見つからないんですが。,喂，不好意思，找不到空调遥控器了。,B 同场景变体：节奏快、信息略减（李（電話で），可沟通）.,もしもし、すみませんが、エアコンのリモコンが見つからないんですがね。,喂，不好意思，找不到空调遥控器了。,C 语气更软：句末「ね」等，缓和确认时用（李（電話で），非错答）.
4,第4单元,16,10,l16_dlg_10,ホテルの感想,もしもし、すみませんが、エアコンのリモコンが見つからないんですが。,喂，不好意思，找不到空调遥控器了。,フロント,「ホテルの感想」· 広くて明るい · 形容詞て形 · フロント应答。A＝课文「かしこまりました。すぐにお持ちします…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,かしこまりました。すぐにお持ちします。,明白了。马上给您拿来。,A 标准答（フロント）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,すぐにお持ちします。,马上给您拿来。,B 更短：省略前半或应答词，同事间接上文时用（フロント，可沟通）.,かしこまりました。すぐにお持ちしますね。,明白了。马上给您拿来。,C 语气更软：句末「ね」等，缓和确认时用（フロント，非错答）.
4,第4单元,16,11,l16_dlg_11,ホテルの感想,かしこまりました。すぐにお持ちします。,明白了。马上给您拿来。,小野,「ホテルの感想」· 広くて明るい · 形容詞て形 · 小野应答。A＝课文「あっ、窓の外を見てください。雨が降っ…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,あっ、窓の外を見てください。雨が降っています。,啊，请看窗外。在下雨。,A 标准答（小野）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,雨が降っています。,在下雨。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,あっ、窓の外を見てください。雨が降っていますね。,啊，请看窗外。在下雨。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
4,第4单元,16,12,l16_dlg_12,ホテルの感想,あっ、窓の外を見てください。雨が降っています。,啊，请看窗外。在下雨。,李,「ホテルの感想」· 広くて明るい · 形容詞て形 · 李应答。A＝课文「本当だ。でも、雨音が心地よくて、逆に…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,本当だ。でも、雨音が心地よくて、逆にリラックスできます。,真的。不过雨声听着舒服，反而能放松。,A 标准答（李）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,でも、雨音が心地よくて、逆にリラックスできます。,不过雨声听着舒服，反而能放松。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,本当だ。でも、雨音が心地よくて、逆にリラックスできますね。,真的。不过雨声听着舒服，反而能放松。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,16,13,l16_dlg_13,ホテルの感想,本当だ。でも、雨音が心地よくて、逆にリラックスできます。,真的。不过雨声听着舒服，反而能放松。,小野,「ホテルの感想」· 広くて明るい · 形容詞て形 · 小野应答。A＝课文「そうですね。この静けさがいいですね。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね。この静けさがいいですね。,是啊。这种安静很好。,A 标准答（小野）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,この静けさがいいですね。,这种安静很好。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,そうですね。この静けさがいいですねね。,是啊。这种安静很好。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
4,第4单元,16,14,l16_dlg_14,ホテルの感想,そうですね。この静けさがいいですね。,是啊。这种安静很好。,李,「ホテルの感想」· 広くて明るい · 形容詞て形 · 李应答。A＝课文「では、少し休みましょう。おやすみなさ…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,では、少し休みましょう。おやすみなさい。,那我们休息一下吧。晚安。,A 标准答（李）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,おやすみなさい。,晚安。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,では、少し休みましょう。おやすみなさいね。,那我们休息一下吧。晚安。,C 语气更软：句末「ね」等，缓和确认时用（李，非错答）.
4,第4单元,16,15,l16_dlg_15,ホテルの感想,では、少し休みましょう。おやすみなさい。,那我们休息一下吧。晚安。,小野,「ホテルの感想」· 広くて明るい · 形容詞て形 · 小野应答。A＝课文「おやすみなさい。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,おやすみなさい。,晚安。,A 标准答（小野）：「ホテルの感想」· 広くて明るい · 形容詞て形；与教材会話一致.,ええ、おやすみなさい。,晚安。,B 同场景变体：节奏快、信息略减（小野，可沟通）.,おやすみなさいね。,晚安。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,17,1,l17_dlg_1,欲しいものの話,李さん、今、何かほしいものがありますか。,小李，现在有什么想要的吗？,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「そうですね…新しいパソコンがほしいで…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですね…新しいパソコンがほしいです。今使っているのはちょっと古くて、動作が遅いんです。,嗯……想要新电脑。现在用的有点旧，运行很慢。,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,今使っているのはちょっと古くて、動作が遅いんです。,现在用的有点旧，运行很慢。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,そうですね…新しいパソコンがほしいです。今使っているのはちょっと古くて、動作が遅いんでございます。,嗯……想要新电脑。现在用的有点旧，运行很慢。,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,17,2,l17_dlg_2,欲しいものの話,そうですね…新しいパソコンがほしいです。今使っているのはちょっと古くて、動作が遅いんです。,嗯……想要新电脑。现在用的有点旧，运行很慢。,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「ああ、わかります。私も最近、スマホを…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,ああ、わかります。私も最近、スマホを新しくしようかなと思っています。,啊，我懂。我最近也在想要不要换新手机。,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,私も最近、スマホを新しくしようかなと思っています。,我最近也在想要不要换新手机。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,ああ、わかります。私も最近、スマホを新しくしようかなと思っていますね。,啊，我懂。我最近也在想要不要换新手机。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,17,3,l17_dlg_3,欲しいものの話,ああ、わかります。私も最近、スマホを新しくしようかなと思っています。,啊，我懂。我最近也在想要不要换新手机。,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「どのスマホがほしいですか。」；B＝同场景口语/缩短；C＝更礼貌或郑重。,どのスマホがほしいですか。,想要哪款手机？,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,ええ、どのスマホがほしいですか。,想要哪款手机？,B 同场景变体：节奏快、信息略减（李，可沟通）.,どのスマホがほしいでしょうか。,想要哪款手机？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
5,第5单元,17,4,l17_dlg_4,欲しいものの話,どのスマホがほしいですか。,想要哪款手机？,小野,「欲しいものの話」· ほしい · 愿望 · 小野应答。A＝课文「カメラがきれいなのがほしいです。旅行…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,カメラがきれいなのがほしいです。旅行の写真をよく撮るので。,想要拍照好的。旅行时经常拍照。,A 标准答（小野）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,旅行の写真をよく撮るので。,旅行时经常拍照。,B 更短：省略前半或应答词，同事间接上文时用（小野，可沟通）.,カメラがきれいなのがほしいです。旅行の写真をよく撮るのでね。,想要拍照好的。旅行时经常拍照。,C 语气更软：句末「ね」等，缓和确认时用（小野，非错答）.
5,第5单元,17,5,l17_dlg_5,欲しいものの話,カメラがきれいなのがほしいです。旅行の写真をよく撮るので。,想要拍照好的。旅行时经常拍照。,李,「欲しいものの話」· ほしい · 愿望 · 李应答。A＝课文「そうですか。小野さんはどこかへ行きた…」；B＝同场景口语/缩短；C＝更礼貌或郑重。,そうですか。小野さんはどこかへ行きたいですか。,是吗。小野想去什么地方吗？,A 标准答（李）：「欲しいものの話」· ほしい · 愿望；与教材会話一致.,小野さんはどこかへ行きたいですか。,小野想去什么地方吗。,B 更短：省略前半或应答词，同事间接上文时用（李，可沟通）.,そうですか。小野さんはどこかへ行きたいでしょうか。,是吗。小野想去什么地方吗？,C 更礼貌：对上级/客户或正式场合可选（李，非错答）.
